TIME,,C1,C2,,C4
02/06/2018 04:30,,243.9285103,103.2285609,,263.1270131
02/06/2018 04:35,,243.9285103,103.2285609,,263.1270131
02/06/2018 04:40,,243.9285103,103.2285609,,265.9000365
02/06/2018 04:45,,243.9285103,103.2285609,,265.9000365
02/06/2018 04:50,,243.9285103,103.2285609,,269.0340073
02/06/2018 04:55,,243.9285103,103.2285609,,269.0340073
02/06/2018 05:00,,243.9285103,103.2285609,,271.8081187
02/06/2018 05:05,,243.9285103,103.2285609,,271.8081187
02/06/2018 05:10,,243.9285103,103.2285609,,275.9220123
02/06/2018 05:15,,243.9285103,103.2285609,,275.9220123
02/06/2018 05:20,,243.187216,103.2285609,,285.9520439
02/06/2018 05:25,,243.187216,103.2285609,,285.9520439
02/06/2018 05:30,,243.187216,103.2285609,,297.3031013
02/06/2018 05:35,,243.187216,103.2285609,,297.3031013
02/06/2018 05:40,,243.187216,103.2285609,,294.7100897
02/06/2018 05:45,,243.187216,103.2285609,,294.7100897
02/06/2018 05:50,,243.187216,103.2285609,,299.9647626
02/06/2018 05:55,,243.187216,103.2285609,,299.9647626
02/06/2018 06:00,,243.187216,103.2285609,,310.5599086
02/06/2018 06:05,,243.187216,103.2285609,,310.5599086
02/06/2018 06:10,,243.6818865,103.2285609,,318.2973613
02/06/2018 06:15,,243.6818865,103.2285609,,318.2973613
02/06/2018 06:20,,239.5772841,103.2285609,,326.800366
02/06/2018 06:25,,239.5772841,103.2285609,,326.800366
02/06/2018 06:30,,239.5772841,103.2285609,,327.1129262
02/06/2018 06:35,,241.3399714,103.2285609,,327.1129262
02/06/2018 06:40,,241.3399714,103.2285609,,344.0234531
02/06/2018 06:45,,241.3399714,103.2285609,,344.0234531
02/06/2018 06:50,,241.3399714,103.2285609,,358.9982568
02/06/2018 06:55,,241.3399714,103.2285609,,358.9982568
02/06/2018 07:00,,241.3399714,103.2285609,,382.2913466
02/06/2018 07:05,,241.3399714,103.2285609,,382.2913466
02/06/2018 07:10,,241.3399714,103.2285609,,393.839715
02/06/2018 07:15,,241.3399714,103.2285609,,393.839715
02/06/2018 07:20,,241.3399714,105.7233116,,407.8910154
02/06/2018 07:25,,241.3399714,105.7233116,,407.8910154
02/06/2018 07:30,,241.3399714,105.7233116,,432.1156366
02/06/2018 07:35,,243.0434967,105.7233116,,432.1156366
02/06/2018 07:40,,243.0434967,105.7233116,,450.9594566
02/06/2018 07:45,,243.0434967,105.7233116,,450.9594566
02/06/2018 07:50,,245.0571928,105.7233116,,478.2998939
02/06/2018 07:55,,245.0571928,105.7233116,,478.2998939
02/06/2018 08:00,,243.2085892,105.7233116,,487.3231915
02/06/2018 08:05,,243.2085892,105.7233116,,487.3231915
02/06/2018 08:10,,249.1961774,107.3066982,,503.680243
02/06/2018 08:15,,249.1961774,107.3066982,,503.680243
